Date;Price
31.10.2018;6306.31693132671
01.11.2018;6342.97750058445
02.11.2018;6348.16858270018
03.11.2018;6332.43413296318
04.11.2018;6420.42200029223
05.11.2018;6402.94683898305
06.11.2018;6441.14521887785
07.11.2018;6500.86980508475
08.11.2018;6406.75293746347
09.11.2018;6331.37876709527
10.11.2018;6353.11273407364
11.11.2018;6335.41420397428
12.11.2018;6320.65605376972
13.11.2018;6267.9379912332
14.11.2018;5574.25834891876
15.11.2018;5538.56060783168
16.11.2018;5496.01623115137
17.11.2018;5501.09234044418
18.11.2018;5555.3763383986
19.11.2018;4792.20002367037
20.11.2018;4317.53067007598
21.11.2018;4549.32200993571
22.11.2018;4303.61554850964
23.11.2018;4289.89285330216
24.11.2018;3806.31692489772
25.11.2018;3946.85087434249
26.11.2018;3700.28599269433
27.11.2018;3776.55590531853
28.11.2018;4208.47526914085
29.11.2018;4239.03948831093
30.11.2018;3973.33405230859
01.12.2018;4148.07372559906
02.12.2018;4098.74676388077
03.12.2018;3843.9766659848
04.12.2018;3892.95164699006
05.12.2018;3709.52085827002
06.12.2018;3511.96898158971
07.12.2018;3372.99569257744
08.12.2018;3407.95119462303
09.12.2018;3540.43957597896
10.12.2018;3413.59258416131
11.12.2018;3352.56420017534
12.12.2018;3423.01291788428
13.12.2018;3260.34158240795
14.12.2018;3198.94747369959
15.12.2018;3185.07404383402
16.12.2018;3195.41455523086
17.12.2018;3499.15648188194
18.12.2018;3659.52737931035
19.12.2018;3697.72530333139
20.12.2018;4067.73770777323
21.12.2018;3839.08510841613
22.12.2018;3964.94611630625
23.12.2018;3942.66699590883
24.12.2018;4040.04578959673
25.12.2018;3761.58401081239
26.12.2018;3807.65745353594
27.12.2018;3585.46053594389
28.12.2018;3881.05488486265
29.12.2018;3823.13832612507
30.12.2018;3825.4074628872
31.12.2018;3687.19994009351
01.01.2019;3808.11783167738
02.01.2019;3898.1974880187
03.01.2019;3784.38863471654
04.01.2019;3827.52459438925
05.01.2019;3798.61395499708
06.01.2019;4045.99377498539
07.01.2019;4001.01827819988
08.01.2019;3992.6227893045
09.01.2019;4004.25903565167
10.01.2019;3627.90345002922
11.01.2019;3624.16142109877
12.01.2019;3617.02207831677
13.01.2019;3508.6701081239
14.01.2019;3666.94519374635
15.01.2019;3581.29301548802
16.01.2019;3606.98657568673
17.01.2019;3640.12913062536
18.01.2019;3609.42673611923
19.01.2019;3687.30196113384
20.01.2019;3538.31372296903
21.01.2019;3535.623393045
22.01.2019;3577.30834979544
23.01.2019;3551.89382115722
24.01.2019;3567.58893366452
25.01.2019;3561.35049795441
26.01.2019;3557.03991525424
27.01.2019;3537.61413062536
28.01.2019;3435.05251402689
29.01.2019;3395.82376329632
30.01.2019;3437.89586616014
31.01.2019;3410.13161601403
01.02.2019;3445.04989129164
02.02.2019;3461.93511747516
03.02.2019;3413.02161630625
04.02.2019;3411.38796171829
05.02.2019;3426.46501139684
06.02.2019;3367.50636499123
07.02.2019;3358.87359906487
08.02.2019;3612.47961922852
09.02.2019;3621.26812098188
10.02.2019;3642.0223591467
11.02.2019;3590.6184836353
12.02.2019;3587.90246580947
13.02.2019;3576.08537258913
14.02.2019;3561.91638340152
15.02.2019;3565.00692372881
16.02.2019;3584.73600263004
17.02.2019;3622.7574289889
18.02.2019;3866.12921712449
19.02.2019;3895.43521098773
20.02.2019;3931.61382904734
21.02.2019;3892.26179427236
22.02.2019;3948.30051052016
23.02.2019;4110.15112127411
24.02.2019;3754.18378988895
25.02.2019;3822.01869666861
26.02.2019;3796.17506838106
27.02.2019;3799.3819924021
28.02.2019;3792.94772296902
01.03.2019;3810.63269257744
02.03.2019;3809.64339099942
03.03.2019;3782.38187025132
04.03.2019;3698.16185505552
05.03.2019;3840.1280490941
06.03.2019;3851.99842548218
07.03.2019;3855.92316832262
08.03.2019;3839.23355289304
09.03.2019;3910.36116656926
10.03.2019;3903.9119509059
11.03.2019;3851.56892168323
12.03.2019;3858.91482378726
13.03.2019;3851.95746639392
14.03.2019;3853.78326504968
15.03.2019;3901.91420689655
16.03.2019;3989.79607685564
17.03.2019;3967.14349444769
18.03.2019;3969.44014582116
19.03.2019;3996.16790356517
20.03.2019;4030.65527586207
21.03.2019;3976.27385008767
22.03.2019;3983.88764582116
23.03.2019;3981.77603302163
24.03.2019;3970.6669880187
25.03.2019;3908.23883869082
26.03.2019;3917.76340210403
27.03.2019;4027.00791788428
28.03.2019;4010.93746201052
29.03.2019;4089.46104003507
30.03.2019;4091.89103834015
31.03.2019;4094.31781472823
01.04.2019;4138.41780771479
02.04.2019;4903.71946206897
03.04.2019;4960.22760274693
04.04.2019;4911.26970245471
05.04.2019;5033.22548369375
06.04.2019;5044.35684593805
07.04.2019;5189.11195558153
08.04.2019;5283.42302483928
09.04.2019;5195.57790882525
10.04.2019;5311.74160327294
11.04.2019;5050.66600859147
12.04.2019;5082.86143202805
13.04.2019;5074.79069257744
14.04.2019;5156.80404061952
15.04.2019;5042.89773845704
16.04.2019;5205.96295745178
17.04.2019;5226.35221519579
18.04.2019;5278.5023395675
19.04.2019;5289.95121911163
20.04.2019;5313.97326212741
21.04.2019;5295.73382817066
22.04.2019;5383.79997533606
23.04.2019;5544.86271186441
24.04.2019;5431.94791963764
25.04.2019;5127.67316738749
26.04.2019;5150.16466066628
27.04.2019;5181.80776364699
28.04.2019;5148.66961542957
29.04.2019;5148.80049327878
30.04.2019;5266.61820251315
01.05.2019;5315.17532904734
02.05.2019;5393.12937638808
03.05.2019;5658.43038836938
04.05.2019;5774.71242869667
05.05.2019;5728.35170222092
06.05.2019;5691.68837405026
07.05.2019;5825.744893045
08.05.2019;5931.8005949737
09.05.2019;6150.14044476914
10.05.2019;6357.46349357101
11.05.2019;7325.08286031561
12.05.2019;6942.62317451783
13.05.2019;7798.90573600234
14.05.2019;7955.5576823495
15.05.2019;8215.2068383986
16.05.2019;7862.07160233782
17.05.2019;7326.92068188194
18.05.2019;7277.98756341321
19.05.2019;8219.74278696669
20.05.2019;7981.13937895967
21.05.2019;7983.80847738165
22.05.2019;7667.90211484512
23.05.2019;7897.4712936879
24.05.2019;7987.10036762127
25.05.2019;8061.59176072472
26.05.2019;8731.52495587376
27.05.2019;8816.78670835769
28.05.2019;8719.12584833431
29.05.2019;8655.48850613676
30.05.2019;8271.62196317942
31.05.2019;8556.222185564
01.06.2019;8554.80732963179
02.06.2019;8744.35374547049
03.06.2019;8173.40127054354
04.06.2019;7649.93933196961
05.06.2019;7798.54446639392
06.06.2019;7776.71332612507
07.06.2019;8023.950093045
08.06.2019;7939.80515488019
09.06.2019;7634.06575073057
10.06.2019;7993.30253857393
11.06.2019;7922.48362711864
12.06.2019;8146.75612507306
13.06.2019;8232.77734137931
14.06.2019;8698.00481502046
15.06.2019;8850.58481601403
16.06.2019;9019.51700672121
17.06.2019;9340.57218877849
18.06.2019;9047.13274447691
19.06.2019;9285.05567656341
20.06.2019;9546.71977819988
21.06.2019;10083.4863136762
22.06.2019;10685.2952327878
23.06.2019;10794.4276963764
24.06.2019;11004.2069094681
25.06.2019;11726.2638308007
26.06.2019;12863.4606849795
27.06.2019;11109.7978418469
28.06.2019;12358.2079582116
29.06.2019;11944.3515473407
30.06.2019;10842.6167109877
01.07.2019;10569.5517282291
02.07.2019;10766.0833162186
03.07.2019;11952.0248935126
04.07.2019;11177.0103787551
05.07.2019;10998.3991004676
06.07.2019;11208.225600526
07.07.2019;11456.1836039158
08.07.2019;12319.6228758036
09.07.2019;12579.107616014
10.07.2019;12106.7829313267
11.07.2019;11294.678028346
12.07.2019;11813.3237158971
13.07.2019;11346.837148159
14.07.2019;10283.0757891292
15.07.2019;10926.3802741087
16.07.2019;9471.14086475745
17.07.2019;9674.88246113384
18.07.2019;10679.8906896552
19.07.2019;10532.2027291058
20.07.2019;10862.6485479252
21.07.2019;10589.7064907656
22.07.2019;10318.5609251899
23.07.2019;9866.64894038574
24.07.2019;9792.78753652835
25.07.2019;9897.18678603156
26.07.2019;9836.69678813559
27.07.2019;9446.67205207481
28.07.2019;9529.78879193454
29.07.2019;9504.15891595558
30.07.2019;9589.10920601987
31.07.2019;10059.0040189947
01.08.2019;10400.3070143776
02.08.2019;10529.6944544126
03.08.2019;10810.4216686148
04.08.2019;10986.5089291058
05.08.2019;11790.0239375804
06.08.2019;11423.4970017534
07.08.2019;11967.2735473407
08.08.2019;11938.2346108708
09.08.2019;11858.3410984804
10.08.2019;11303.7305618936
11.08.2019;11530.195242256
12.08.2019;11384.6962465809
13.08.2019;10867.05475827
14.08.2019;10024.3795917008
15.08.2019;10310.0858696669
16.08.2019;10373.3219028054
17.08.2019;10207.1555616598
18.08.2019;10331.3099760374
19.08.2019;10884.6297744009
20.08.2019;10771.3923793688
21.08.2019;10096.8302238457
22.08.2019;10119.7145248393
23.08.2019;10414.1441725891
24.08.2019;10147.0871548802
25.08.2019;10100.3567783752
26.08.2019;10362.6434723553
27.08.2019;10168.221571654
28.08.2019;9724.79997808299
29.08.2019;9482.31173495032
30.08.2019;9577.67882349503
31.08.2019;9605.02446142607
01.09.2019;9762.93655689655
02.09.2019;10377.3383845704
03.09.2019;10618.7815058445
04.09.2019;10577.2410839275
05.09.2019;10580.1846995909
06.09.2019;10330.8497312098
07.09.2019;10494.5069649328
08.09.2019;10407.2656573933
09.09.2019;10332.4644424313
10.09.2019;10085.9519243133
11.09.2019;10142.1480603741
12.09.2019;10403.3599707773
13.09.2019;10345.3387469316
14.09.2019;10363.4528963179
15.09.2019;10306.1696674459
16.09.2019;10257.822761543
17.09.2019;10195.6111811806
18.09.2019;10161.3188664524
19.09.2019;10268.3926291642
20.09.2019;10170.1251161309
21.09.2019;9986.4061081239
22.09.2019;10047.0134748685
23.09.2019;9692.74104792519
24.09.2019;8613.67124850965
25.09.2019;8424.15764640561
26.09.2019;8091.69529924021
27.09.2019;8186.77963927528
28.09.2019;8201.97901344243
29.09.2019;8064.50806236119
30.09.2019;8282.3654541204
01.10.2019;8314.55139012273
02.10.2019;8362.53073232028
03.10.2019;8254.33991028638
04.10.2019;8165.68615125658
05.10.2019;8141.63371379311
06.10.2019;7854.60981297487
07.10.2019;8226.02342928112
08.10.2019;8190.1151207481
09.10.2019;8598.3319207481
10.10.2019;8578.09037931034
11.10.2019;8289.85402893045
12.10.2019;8323.7501440678
13.10.2019;8291.25065143191
14.10.2019;8346.36843658679
15.10.2019;8160.71262752776
16.10.2019;8003.85592314436
17.10.2019;8072.48938229106
18.10.2019;7959.33199357101
19.10.2019;7948.47733722969
20.10.2019;8213.70903927528
21.10.2019;8211.65455873758
22.10.2019;8029.20537288136
23.10.2019;7458.03585680889
24.10.2019;7454.37113816482
25.10.2019;8656.65517755699
26.10.2019;9249.64676095851
27.10.2019;9558.15604400935
28.10.2019;9319.17814167154
29.10.2019;9431.20712390415
30.10.2019;9182.85506516657
31.10.2019;9155.27729877265
01.11.2019;9251.38129345412
02.11.2019;9300.19083752192
03.11.2019;9209.63869608416
04.11.2019;9418.36013062537
05.11.2019;9330.78722296902
06.11.2019;9354.93338229106
07.11.2019;9210.74822238457
08.11.2019;8791.33393495032
09.11.2019;8810.78456195208
10.11.2019;9042.89072320281
11.11.2019;8713.20792957335
12.11.2019;8788.95814295734
